plad_id,leader,country,gid_0,gid_2,gid_2_sj,latitude,longitude,geo_precision
UKG_1997_1,Blair,United Kingdom,GBR,GBR.3.12_1,GBR.3.12_1,55.95206,-3.19648,1
UKG_2007_1,Brown,United Kingdom,GBR,GBR.3.25_1,GBR.3.25_1,55.83333,-4.5,3
UKG_2010_1,Cameron,United Kingdom,GBR,GBR.1.36_1,GBR.1.36_1,51.50853,-0.12574,1
GRG_1991_1,Gamsakhurdia,Georgia,GEO,GEO.12.1_1,GEO.12.1_1,41.69411,44.83368,1
GRG_1992_1,Ioseliani,Georgia,GEO,GEO.11.5_1,GEO.11.5_1,41.99414,43.59994,1
GRG_1992_2,Shevardnadze,Georgia,GEO,GEO.3.2_1,GEO.3.2_1,42.0193,42.03604,1
GRG_2003_1,Burdjanadze,Georgia,GEO,GEO.4.5_1,GEO.4.5_1,42.26617,42.71671,1
GRG_2004_1,Saakashvili,Georgia,GEO,GEO.12.1_1,GEO.12.1_1,41.69411,44.83368,1
GRG_2007_1,Burdjanadze,Georgia,GEO,GEO.4.5_1,GEO.4.5_1,42.26617,42.71671,1
GRG_2008_1,Saakashvili,Georgia,GEO,GEO.12.1_1,GEO.12.1_1,41.69411,44.83368,1
GRG_2013_1,Margvelashvili,Georgia,GEO,GEO.12.1_1,GEO.12.1_1,41.69411,44.83368,1
GHA_1981_1,Rawlings,Ghana,GHA,GHA.5.1_1,GHA7.18_2,5.55602,-0.1969,1
GHA_2001_1,John Agyekum Kufuor,Ghana,GHA,GHA.1.16_1,GHA2.28_2,6.68848,-1.62443,1
GHA_2009_1,Atta Mills,Ghana,GHA,GHA.10.13_1,GHA15.10_2,5.30383,-1.98956,1
GHA_2012_1,John Mahama,Ghana,GHA,GHA.6.15_1,GHA11.7_2,9.08296,-1.81884,1
GUI_1984_2,Conte,Guinea,GIN,GIN.5.2_1,GIN.5.2_1,10.25,-13.41667,1
GUI_2008_1,Sompare,Guinea,GIN,GIN.1.2_1,GIN.1.2_1,10.85,-14.41667,1
GUI_2008_2,Dadis Camara,Guinea,GIN,GIN.8.5_1,GIN.8.5_1,8.03944,-9.02611,1
GUI_2009_1,Sekouba Konate,Guinea,GIN,GIN.2.1_1,GIN.2.1_1,9.53795,-13.67729,1
GUI_2010_1,Conde,Guinea,GIN,GIN.1.2_1,GIN.1.2_1,11.2625,-14.32992,1
GAM_1965_1,Jawara,Gambia,GMB,GMB.3.7_1,GMB.3.7_1,13.5952,-14.946,1
GAM_1994_1,Jammeh,Gambia,GMB,GMB.6.2_1,GMB.6.2_1,13.17639,-16.01694,1
GNB_1980_1,Vieira,Guinea-Bissau,GNB,GNB.3.1_1,GNB.3.1_1,11.86357,-15.59767,1
GNB_1999_2,Sanha,Guinea-Bissau,GNB,GNB.8.3_1,GNB.8.3_1,11.66667,-15.08333,1
GNB_2000_1,Kumba Iala,Guinea-Bissau,GNB,GNB.5.2_1,GNB.5.2_1,12.1058,-15.7077,1
GNB_2003_1,Correia Seabra,Guinea-Bissau,GNB,GNB.3.1_1,GNB.3.1_1,11.86357,-15.59767,1
GNB_2003_2,Henrique Pereira Rosa,Guinea-Bissau,GNB,GNB.1.1_1,GNB.1.1_1,12.16583,-14.66167,1
GNB_2005_1,Vieira,Guinea-Bissau,GNB,GNB.3.1_1,GNB.3.1_1,11.86357,-15.59767,1
GNB_2009_1,Raimundo Perreira,Guinea-Bissau,GNB,GNB.3.1_1,GNB.3.1_1,11.86357,-15.59767,1
GNB_2009_2,Sanha,Guinea-Bissau,GNB,GNB.8.3_1,GNB.8.3_1,11.66667,-15.08333,1
GNB_2012_1,Raimundo Pereira,Guinea-Bissau,GNB,GNB.3.1_1,GNB.3.1_1,11.86357,-15.59767,1
GNB_2012_3,Manuel Serifo Nhamadjo,Guinea-Bissau,GNB,GNB.3.1_1,GNB.3.1_1,11.86357,-15.59767,1
GNB_2014_1,Vaz,Guinea-Bissau,GNB,GNB.5.3_1,GNB.5.3_1,12.06972,-16.22444,1
EQG_1979_1,Nguema Mbasogo,Equatorial Guinea,GNQ,GNQ.7.6_1,GNQ.7.6_1,1.60994,11.30741,1
GRC_1989_3,Zolotas,Greece,GRC,GRC.3.1_1,GRC.3.1_1,37.98397,23.727806,1
GRC_1990_1,Mitsotakis,Greece,GRC,GRC.4.1_1,GRC.4.1_1,35.516666,24.016666,1
GRC_1993_1,A. Papandreou,Greece,GRC,GRC.1.1_1,GRC.1.1_1,38.4,26.016666,3
GRC_1995_1,Tsokhatzopulos,Greece,GRC,GRC.3.1_1,GRC.3.1_1,37.98397,23.727806,1
GRC_1996_1,Simitis,Greece,GRC,GRC.3.1_1,GRC.3.1_1,37.95,23.633333,1
GRC_2004_1,Konstantinos Karamanlis,Greece,GRC,GRC.3.1_1,GRC.3.1_1,37.98397,23.727806,1
GRC_2011_1,Loukas Papadimos,Greece,GRC,GRC.3.1_1,GRC.3.1_1,37.98397,23.727806,1
GRC_2012_1,Panagiotis Pikrammenos,Greece,GRC,GRC.3.1_1,GRC.3.1_1,37.98397,23.727806,1
GRC_2012_2,Antonis Konstantinou Samaras,Greece,GRC,GRC.3.1_1,GRC.3.1_1,37.98397,23.727806,1
GRC_2015_1,Alexis Tsipras,Greece,GRC,GRC.3.1_1,GRC.3.1_1,37.98397,23.727806,1
GUA_1986_1,Cerezo,Guatemala,GTM,.,GTM.7.17_1,14.64072,-90.51327,4
GUA_1991_1,Serrano Elias,Guatemala,GTM,.,GTM.7.17_1,14.64072,-90.51327,4
GUA_1993_1,Espina Salguero,Guatemala,GTM,GTM.11.11_1,GTM.11.11_1,13.90556,-90.11444,1
GUA_1993_2,Leon Carpio,Guatemala,GTM,.,GTM.7.17_1,14.64072,-90.51327,4
GUA_1996_1,Arzu Yrigoyen,Guatemala,GTM,.,GTM.7.17_1,14.64072,-90.51327,4
GUA_2000_1,Alfonso Portillo Cabrera,Guatemala,GTM,GTM.22.10_1,GTM.22.10_1,14.97222,-89.53056,1
GUA_2004_1,Berger Perdomo,Guatemala,GTM,.,GTM.7.17_1,14.64072,-90.51327,4
GUA_2008_1,Colom Caballeros,Guatemala,GTM,.,GTM.7.17_1,14.64072,-90.51327,4
GUA_2012_1,Perez Molina,Guatemala,GTM,.,GTM.7.17_1,14.64072,-90.51327,4
GUY_1985_1,Hoyte,Guyana,GUY,GUY.3.2_1,GUY.3.2_1,6.80448,-58.15527,1
GUY_1992_1,Jagan Cheddi,Guyana,GUY,GUY.4.13_1,GUY.4.13_1,6.24604,-57.3336,1
GUY_1997_1,Samuel Hinds,Guyana,GUY,GUY.6.4_1,GUY.6.4_1,6.57633,-57.80486,1
GUY_1999_1,Bharrat Jagdeo,Guyana,GUY,GUY.3.2_1,GUY.3.2_1,6.78111,-58.12833,1
GUY_2011_1,Ramotar,Guyana,GUY,GUY.3.16_1,GUY.3.16_1,6.5,-58.08333,1
GUY_2015_1,David Granger,Guyana,GUY,GUY.3.2_1,GUY.3.2_1,6.80448,-58.15527,1
HON_1986_1,Azcona Hoyo,Honduras,HND,HND.1.5_1,HND.1.5_1,15.75971,-86.78221,1
HON_1990_1,Callejas,Honduras,HND,HND.8.4_1,HND.8.4_1,14.0818,-87.20681,1
HON_1994_1,Reina,Honduras,HND,HND.8.4_1,HND.8.4_1,14.08667,-87.22917,1
HON_1998_1,Flores Facusse,Honduras,HND,HND.8.4_1,HND.8.4_1,14.0818,-87.20681,1
HON_2006_1,Zelaya,Honduras,HND,HND.15.2_1,HND.15.2_1,14.60384,-85.54261,1
HON_2009_1,Micheletti,Honduras,HND,HND.18.3_1,HND.18.3_1,15.42762,-87.77396,1
HON_2010_1,Lobo,Honduras,HND,HND.3.10_1,HND.3.10_1,15.91667,-85.95417,1
HON_2014_1,Hernandez,Honduras,HND,HND.13.5_1,HND.13.5_1,14.59028,-88.58194,1
CRO_1990_1,Tudjman,Croatia,HRV,HRV.8.21_1,HRV.8.21_1,46.00378,15.84387,1
CRO_1999_1,Pavletic,Croatia,HRV,HRV.4.7_1,HRV.4.7_1,45.81444,15.97798,1
CRO_2000_1,Tomcic,Croatia,HRV,HRV.4.7_1,HRV.4.7_1,45.81444,15.97798,1
CRO_2000_2,Mesic,Croatia,HRV,HRV.18.8_1,HRV.18.8_1,45.54,17.88472,1
CRO_2010_1,Josipovic,Croatia,HRV,HRV.4.7_1,HRV.4.7_1,45.81444,15.97798,1
CRO_2015_1,Kolinda Grabar-Kitarovic,Croatia,HRV,HRV.13.34_1,HRV.13.34_1,45.32673,14.44241,1
HAI_1988_3,Avril,Haiti,HTI,HTI.8.1_1,HTI.8.1_1,18.6589,-72.13365,1
HAI_1990_1,Abraham,Haiti,HTI,HTI.8.5_1,HTI.8.5_1,18.54349,-72.33881,1
HAI_1990_2,Pascal-Troillet,Haiti,HTI,HTI.8.5_1,HTI.8.5_1,18.5125,-72.28528,1
HAI_1991_1,Aristide,Haiti,HTI,HTI.10.5_1,HTI.10.5_1,18.077,-73.91728,1
HAI_1991_2,Cedras,Haiti,HTI,HTI.2.3_1,HTI.2.3_1,18.65,-74.11667,1
HAI_1994_1,Aristide,Haiti,HTI,HTI.10.5_1,HTI.10.5_1,18.077,-73.91728,1
HAI_1996_1,Preval,Haiti,HTI,HTI.8.5_1,HTI.8.5_1,18.54349,-72.33881,1
HAI_2001_1,Aristide,Haiti,HTI,HTI.10.5_1,HTI.10.5_1,18.077,-73.91728,1
HAI_2004_1,Boniface Alexandre,Haiti,HTI,HTI.8.1_1,HTI.8.1_1,18.49673,-72.01338,1
HAI_2006_1,Preval,Haiti,HTI,HTI.8.5_1,HTI.8.5_1,18.54349,-72.33881,1
HAI_2011_1,Martelly,Haiti,HTI,HTI.8.5_1,HTI.8.5_1,18.54349,-72.33881,1
HUN_1989_1,Szuros,Hungary,HUN,HUN.9.9_1,HUN.9.9_1,47.316666,21.116667,1
HUN_1990_1,Antall,Hungary,HUN,HUN.5.1_1,HUN.5.1_1,47.4925,19.05139,3
HUN_1993_1,Boross,Hungary,HUN,HUN.15.5_1,HUN.15.5_1,46.395744,17.509275,1
HUN_1994_1,Horn,Hungary,HUN,HUN.5.1_1,HUN.5.1_1,47.4925,19.05139,3
HUN_1998_1,Orban,Hungary,HUN,HUN.7.10_1,HUN.7.10_1,47.18995,18.41034,1
HUN_2002_1,Peter Medgyessy,Hungary,HUN,HUN.5.1_1,HUN.5.1_1,47.4925,19.05139,1
HUN_2004_1,Ferenc Gyurcsany,Hungary,HUN,HUN.19.4_1,HUN.19.4_1,47.33004,17.4674,1
HUN_2009_1,Bajnai,Hungary,HUN,HUN.6.6_1,HUN.6.6_1,46.253,20.14824,1
HUN_2010_1,Orban,Hungary,HUN,HUN.7.10_1,HUN.7.10_1,47.18995,18.41034,1
INS_1966_1,Suharto,Indonesia,IDN,IDN.33.1_1,IDN.33.1_1,-7.79389,110.27778,1
INS_1998_1,Habibie,Indonesia,IDN,IDN.26.16_1,IDN.26.16_1,-4.0135,119.6255,1
INS_1999_1,Wahid,Indonesia,IDN,IDN.11.9_1,IDN.11.9_1,-7.574087,112.28609,3
INS_2001_1,Megawati Sukarnoputri,Indonesia,IDN,IDN.33.3_1,IDN.33.3_1,-7.80139,110.36472,1
INS_2004_1,Bambang Yudhoyono,Indonesia,IDN,IDN.11.26_1,IDN.11.26_1,-8.126331,111.141426,3
INS_2014_1,Joko Widodo,Indonesia,IDN,IDN.10.31_1,IDN.10.31_1,-7.55611,110.83167,1
IND_1989_1,Pratap Singh,India,IND,IND.34.45_1,IND.34.45_1,25.44478,81.84322,1
IND_1990_1,Shekhar,India,IND,IND.34.11_1,IND.34.11_1,26.04771,83.9864,1
IND_1991_1,Rao,India,IND,IND.32.10_1,IND.32.10_1,17.92786,79.89227,1
IND_1996_1,Vajpayee,India,IND,IND.19.20_1,IND.19.20_1,26.22983,78.17337,1
IND_1996_2,Gowda,India,IND,IND.16.23_1,IND.16.23_1,12.58169,76.20712,1
IND_1998_1,Vajpayee,India,IND,IND.19.20_1,IND.19.20_1,26.22983,78.17337,1
IND_2014_1,Narendra Modi,India,IND,IND.11.18_1,IND.11.18_1,23.78593,72.63893,1
IRE_1987_1,Haughey,Ireland,IRL,.,IRL.16.2_1,53.8608,-9.2988,1
IRE_1992_1,Reynolds,Ireland,IRL,.,IRL.20.2_1,53.75,-8.25,1
IRE_1994_1,Bruton,Ireland,IRL,.,IRL.17.4_1,53.666668,-6.6666665,1
IRE_1997_1,Ahern,Ireland,IRL,.,IRL.6.1_1,53.349724,-6.2602777,1
IRE_2008_1,B. Cowen,Ireland,IRL,.,IRL.19.3_1,53.2667,-7.5,1
IRE_2011_1,E. Kenny,Ireland,IRL,.,IRL.16.2_1,53.8608,-9.2988,1
IRN_1989_2,Rafsanjani,Iran,IRN,IRN.13.8_1,IRN.13.8_1,30.89841,55.72129,1
IRN_1997_1,Khatami,Iran,IRN,IRN.30.7_1,IRN.30.7_1,32.31001,54.01747,1
IRN_2005_1,Ahmadinejad,Iran,IRN,IRN.25.2_1,IRN.25.2_1,35.24941,52.49422,1
IRN_2013_1,Rouhani,Iran,IRN,IRN.25.3_1,IRN.25.3_1,34.93333,53.13333,1
IRQ_1979_1,Saddam Hussein,Iraq,IRQ,IRQ.17.7_1,IRQ.17.7_1,34.53333,43.73333,1
IRQ_2004_1,Iyad Allawi,Iraq,IRQ,IRQ.10.1_1,IRQ.10.1_1,33.3667,44.36316,1
IRQ_2005_1,al-Jaafari,Iraq,IRQ,IRQ.14.3_1,IRQ.14.3_1,32.61603,44.02488,1
IRQ_2006_1,al-Maliki,Iraq,IRQ,IRQ.9.5_1,IRQ.9.5_1,32.54671,44.22765,1
IRQ_2014_1,al-Abadi,Iraq,IRQ,IRQ.10.1_1,IRQ.10.1_1,33.34058,44.40088,1
ICE_1988_1,Hermannsson,Iceland,ISL,ISL.3.7_1,ISL.3.7_1,64.13333,-21.933332,1
ICE_1991_1,Oddsson,Iceland,ISL,ISL.3.7_1,ISL.3.7_1,64.13333,-21.933332,1
ICE_2004_1,Halldor Asgrimsson,Iceland,ISL,ISL.1.16_1,ISL.1.16_1,65.75,-14.833333,1
ICE_2006_1,Hilmar Haarde,Iceland,ISL,ISL.3.7_1,ISL.3.7_1,64.13333,-21.933332,1
ICE_2009_1,Sigurdardottir,Iceland,ISL,ISL.3.7_1,ISL.3.7_1,64.13333,-21.933332,1
ICE_2013_1,Gunnlaugsson,Iceland,ISL,ISL.3.7_1,ISL.3.7_1,64.13333,-21.933332,1
ISR_1992_1,Rabin,Israel,ISR,.,ISR.6_1,31.76904,35.21633,1
ISR_1996_1,Netanyahu,Israel,ISR,.,ISR.7_1,32.08088,34.78057,1
ISR_1999_1,Barak,Israel,ISR,.,ISR.4_1,32.35689,34.90359,1
ISR_2001_1,Ariel Sharon,Israel,ISR,.,ISR.4_1,32.16656,34.89828,1
ISR_2006_1,Olmert,Israel,ISR,.,ISR.3_1,32.51824,34.95398,1
ISR_2009_1,Netanyahu,Israel,ISR,.,ISR.7_1,32.08088,34.78057,1
ITA_1989_1,Andreotti,Italy,ITA,ITA.8.4_1,ITA.8.4_1,41.9,12.5,1
ITA_1992_1,Amato,Italy,ITA,ITA.13.6_1,ITA.13.6_1,45.066666,7.7,1
ITA_1993_1,Ciampi,Italy,ITA,ITA.16.4_1,ITA.16.4_1,43.55,10.316667,1
ITA_1994_1,Berlusconi,Italy,ITA,ITA.10.8_1,ITA.10.8_1,45.466667,9.183333,1
ITA_1995_1,Dini,Italy,ITA,ITA.16.2_1,ITA.16.2_1,43.783333,11.25,3
ITA_1996_1,Prodi,Italy,ITA,ITA.6.8_1,ITA.6.8_1,44.59722,10.691667,1
ITA_1998_1,D'Alema,Italy,ITA,ITA.8.4_1,ITA.8.4_1,41.89193,12.51133,1
ITA_2000_1,Amato,Italy,ITA,ITA.13.6_1,ITA.13.6_1,45.066666,7.7,1
ITA_2001_1,Berlusconi,Italy,ITA,ITA.10.8_1,ITA.10.8_1,45.466667,9.183333,1
ITA_2006_1,Prodi,Italy,ITA,ITA.6.8_1,ITA.6.8_1,44.59722,10.691667,1
ITA_2008_1,Berlusconi,Italy,ITA,ITA.10.8_1,ITA.10.8_1,45.466667,9.183333,1
ITA_2011_1,Monti,Italy,ITA,ITA.10.12_1,ITA.10.12_1,45.816666,8.833333,3
ITA_2013_1,Letta,Italy,ITA,ITA.16.7_1,ITA.16.7_1,43.716667,10.4,1
ITA_2014_1,Renzi,Italy,ITA,ITA.16.2_1,ITA.16.2_1,43.783333,11.25,1
JAM_1989_1,Manley,Jamaica,JAM,.,JAM.6_1,18.06667,-76.75,4
JAM_1992_1,Patterson,Jamaica,JAM,.,JAM.2_1,18.41667,-78.13333,3
JAM_2006_1,Simpson-Miller,Jamaica,JAM,.,JAM.8_1,17.95,-77.11667,1
JAM_2007_1,Golding,Jamaica,JAM,.,JAM.1_1,18.08333,-77.26667,1
JAM_2011_1,Andrew Holness,Jamaica,JAM,.,JAM.8_1,17.99107,-76.95742,1
JAM_2012_1,Simpson-Miller,Jamaica,JAM,.,JAM.8_1,17.95,-77.11667,1
JOR_1952_1,Hussein Ibn Talal El-Hashim,Jordan,JOR,JOR.2.1_1,JOR.2.1_1,31.95522,35.94503,1
JOR_1999_1,Abdullah Ibn Hussein El-Hashimi,Jordan,JOR,JOR.2.1_1,JOR.2.1_1,31.95522,35.94503,1
JPN_1989_2,Kaifu,Japan,JPN,JPN.1.36_1,JPN.1.36_1,35.18147,136.9064,1
JPN_1991_1,Miyazawa,Japan,JPN,JPN.11.6_1,JPN.11.6_1,34.48333,133.36667,1
JPN_1993_1,Hosokawa,Japan,JPN,JPN.41.38_1,JPN.41.38_1,35.6895,139.69171,1
JPN_1994_1,Hata,Japan,JPN,JPN.41.38_1,JPN.41.38_1,35.6895,139.69171,1
JPN_1994_2,Murayama,Japan,JPN,JPN.30.12_1,JPN.30.12_1,33.23333,131.6,1
JPN_1996_1,Hashimoto,Japan,JPN,JPN.31.24_1,JPN.31.24_1,34.67534,133.75092,1
JPN_1998_1,Obuchi,Japan,JPN,JPN.10.20_1,JPN.10.20_1,36.58717,138.84084,1
JPN_2000_1,Mikio Aoki,Japan,JPN,JPN.37.8_1,JPN.37.8_1,35.40761,132.67552,1
JPN_2000_2,Yoshiro Mori,Japan,JPN,JPN.15.12_1,JPN.15.12_1,36.43593,136.54456,1
JPN_2001_1,Junichiro Koizumi,Japan,JPN,JPN.19.30_1,JPN.19.30_1,35.28361,139.66722,1
JPN_2006_1,Shinzo Abe,Japan,JPN,JPN.41.38_1,JPN.41.38_1,35.6895,139.69171,1
JPN_2007_1,Yasuo Fukuda,Japan,JPN,JPN.10.30_1,JPN.10.30_1,36.33333,139.01666,1
JPN_2008_1,Taro Aso,Japan,JPN,JPN.7.16_1,JPN.7.16_1,33.63654,130.68678,1
JPN_2009_1,Hatoyama Yukio,Japan,JPN,JPN.41.5_1,JPN.41.5_1,35.71745,139.74728,1
JPN_2010_1,Naoto Kan,Japan,JPN,JPN.46.17_1,JPN.46.17_1,33.94306,131.25111,1
JPN_2011_1,Yoshihiko Noda,Japan,JPN,JPN.4.7_1,JPN.4.7_1,35.70129,139.98648,1
JPN_2012_1,Shinzo Abe,Japan,JPN,JPN.41.38_1,JPN.41.38_1,35.6895,139.69171,1
KZK_1990_1,Nazarbayev,Kazakhstan,KAZ,KAZ.1.7_1,KAZ.1.7_1,43.37633,76.62456,1
KEN_1978_1,Moi,Kenya,KEN,KEN.1.2_1,KEN.1.2_1,0.3776,35.78957,1
KEN_2002_1,Mwai Kibaki,Kenya,KEN,KEN.36.5_1,KEN.36.5_1,-0.54607,36.93376,1
KEN_2013_1,Uhuru Kenyatta,Kenya,KEN,KEN.30.16_1,KEN.30.16_1,-1.28333,36.81667,1
KYR_1990_1,Akayev,Kyrgyzstan,KGZ,KGZ.3.4_1,KGZ.3.4_1,42.71493,76.03153,1
KYR_2005_1,Bakiyev,Kyrgyzstan,KGZ,KGZ.4.6_1,KGZ.4.6_1,40.89846,72.96905,1
KYR_2010_1,Otunbayeva,Kyrgyzstan,KGZ,KGZ.2.1_1,KGZ.2.1_1,42.87,74.59,1
KYR_2011_1,Atambayev,Kyrgyzstan,KGZ,KGZ.3.1_1,KGZ.3.1_1,42.72115,74.62598,1
CAM_1985_1,Hun Sen,Cambodia,KHM,KHM.3.10_1,KHM.3.10_2,12.35582,105.56123,3
CAM_1993_1,Ranariddh,Cambodia,KHM,KHM.16.3_1,KHM.16.8_2,11.56245,104.91601,1
CAM_1997_1,Hun Sen,Cambodia,KHM,KHM.3.10_1,KHM.3.10_2,12.35582,105.56123,3
ROK_1988_1,Roh Tae Woo,South Korea,KOR,KOR.9.7_1,KOR.4.3_2,35.77467,128.42955,3
ROK_1993_1,Kim Young Sam,South Korea,KOR,KOR.10.4_1,KOR.10.4_2,34.8581,128.6183,2
ROK_1998_1,Kim Dae Jung,South Korea,KOR,KOR.14.17_1,KOR.14.17_2,34.610985,126.0247,3
ROK_2003_1,Roh Moo Hyun,South Korea,KOR,KOR.10.5_1,KOR.10.5_2,35.3144,128.7708,1
ROK_2013_1,Park Geun-hye,South Korea,KOR,KOR.4.1_1,KOR.4.5_2,35.86678,128.59538,1
KUW_1978_1,Jabir As-Sabah,Kuwait,KWT,.,KWT.4_1,29.36972,47.97833,1
KUW_1991_1,Jabir As-Sabah,Kuwait,KWT,.,KWT.4_1,29.36972,47.97833,1
KUW_2006_1,Sheikh Saad Al Abdullah Al Salim Al Sabah,Kuwait,KWT,.,KWT.3_1,29.31166,47.481766,5
KUW_2006_2,Sheikh Sabah Al Ahmad Al Jabir Al Sabah,Kuwait,KWT,.,KWT.4_1,29.36972,47.97833,1
LAO_1975_1,Phomivan,Laos,LAO,LAO.12.4_1,LAO.12.4_1,16.5703,104.7622,1
LAO_1998_1,Siphandon,Laos,LAO,LAO.4.3_1,LAO.4.3_1,13.95518,105.92601,3
LAO_2006_1,Sayasone,Laos,LAO,LAO.1.2_1,LAO.1.2_1,14.81071,106.83184,3
LEB_1989_2,Elias Hrawi,Lebanon,LBN,LBN.4.3_1,LBN.4.3_1,33.84675,35.90203,1
LEB_1998_1,Emile Lahoud,Lebanon,LBN,LBN.5.5_1,LBN.5.5_1,33.89111,35.6725,1
LEB_2007_1,Siniora,Lebanon,LBN,LBN.8.3_1,LBN.8.3_1,33.55751,35.37148,1
LEB_2008_1,Suleiman,Lebanon,LBN,LBN.5.7_1,LBN.5.7_1,34.14777,35.64435,1
LEB_2014_1,Salam,Lebanon,LBN,LBN.3.1_1,LBN.3.1_1,33.89332,35.50157,1
LBR_1980_1,Doe,Liberia,LBR,LBR.6.1_1,LBR.6.1_1,6.17185,-8.25007,1
LBR_1990_1,Sawyer,Liberia,LBR,LBR.15.3_1,LBR.15.3_1,5.01133,-9.0388,1
LBR_1994_1,Kpormapkor,Liberia,LBR,.,LBR.1.1_1,6.73333,-10.81667,4
LBR_1995_1,Sankawulo,Liberia,LBR,LBR.2.1_1,LBR.2.1_1,6.89155,-10.38748,1
LBR_1996_1,Ruth Perry,Liberia,LBR,.,LBR.4.3_1,7.13333,-11.05,4
LBR_1997_1,Taylor,Liberia,LBR,LBR.11.4_1,LBR.11.4_1,6.51412,-10.5,1
LBR_2003_1,Moses Zeh Blah,Liberia,LBR,LBR.12.4_1,LBR.12.4_1,6.79596,-8.66633,1
LBR_2003_2,Bryant,Liberia,LBR,LBR.11.2_1,LBR.11.2_1,6.30054,-10.7969,1
LBR_2006_1,Johnson Sirleaf,Liberia,LBR,LBR.11.2_1,LBR.11.2_1,6.30054,-10.7969,1
LIB_1969_1,Qaddafi,Libya,LBY,.,LBY.19_1,31.05926,16.65905,1
LIB_2011_1,Mustafa Jalil,Libya,LBY,.,LBY.2_1,32.76272,21.75506,1
LIB_2012_2,Mohammed Magariaf,Libya,LBY,.,LBY.12_1,32.11486,20.06859,1
LIB_2013_1,Giuma Ahmed Atigha,Libya,LBY,.,LBY.15_1,32.37535,15.09254,1
LIB_2013_2,Nouri Abusahmain,Libya,LBY,.,LBY.10_1,32.9312,12.08199,1
LIB_2014_1,Akila Saleh Issa,Libya,LBY,.,LBY.13_1,32.75684,22.24106,1
SRI_1989_1,Premadasa,Sri Lanka,LKA,LKA.5.1_1,LKA.5.1_1,6.927079,79.861244,1
SRI_1993_1,Wijetunge,Sri Lanka,LKA,LKA.11.19_1,LKA.11.19_1,7.223,80.5573,3
SRI_1994_1,Kumaratunga,Sri Lanka,LKA,LKA.5.1_1,LKA.5.1_1,6.927079,79.861244,1
SRI_2005_1,Rajapakse,Sri Lanka,LKA,LKA.8.11_1,LKA.8.11_1,6.1667,80.7467,1
SRI_2015_1,Maithripala Sirisena,Sri Lanka,LKA,LKA.7.5_1,LKA.7.5_1,7.0746,79.9782,1
LES_1986_1,Lekhanya,Lesotho,LSO,.,LSO.10_1,-29.56667,28.6,1
LES_1991_1,Ramaema,Lesotho,LSO,.,LSO.1_1,-29.12247,27.96216,1
LES_1993_1,Mokhehle,Lesotho,LSO,.,LSO.1_1,-29.14719,27.74895,1
LES_1994_1,Letsie III,Lesotho,LSO,.,LSO.5_1,-29.62982,27.51351,1
LES_1994_2,Mokhehle,Lesotho,LSO,.,LSO.1_1,-29.14719,27.74895,1
LES_1998_1,Pakalitha Mosisili,Lesotho,LSO,.,LSO.8_1,-30.11537,28.68936,3
LES_2012_1,Tom Thabane,Lesotho,LSO,.,LSO.5_1,-29.31667,27.48333,1
LES_2015_1,Pakalitha Mosisili,Lesotho,LSO,.,LSO.8_1,-30.11537,28.68936,3
LIT_1990_1,Landsbergis,Lithuania,LTU,LTU.2.4_1,LTU.2.4_1,54.89722,23.88611,1
LIT_1992_1,Brazauskas,Lithuania,LTU,LTU.5.5_1,LTU.5.5_1,55.966667,25.583334,2
LIT_1998_1,Adamkus,Lithuania,LTU,LTU.2.4_1,LTU.2.4_1,54.89722,23.88611,1
LIT_2003_1,Paksas,Lithuania,LTU,LTU.8.3_1,LTU.8.3_1,55.983334,22.25,1
LIT_2004_1,Paulauskas,Lithuania,LTU,LTU.10.6_1,LTU.10.6_1,54.683334,25.283333,3
LIT_2004_2,Adamkus,Lithuania,LTU,LTU.2.4_1,LTU.2.4_1,54.89722,23.88611,1
LIT_2009_1,Grybauskaite,Lithuania,LTU,LTU.10.6_1,LTU.10.6_1,54.683334,25.283333,3
LUX_1984_1,Santer,Luxemburg,LUX,LUX.2.2_1,LUX.2.2_1,49.716667,6.5,1
LUX_1995_1,Juncker,Luxemburg,LUX,LUX.1.3_1,LUX.1.3_1,49.7652,5.8893557,1
LUX_2013_1,Xavier Bettel,Luxemburg,LUX,LUX.3.3_1,LUX.3.3_1,49.6106,6.1328,1
LAT_1990_1,Godmanis,Latvia,LVA,LVA.3.3_1,LVA.3.3_1,56.94889,24.106388,1
LAT_1993_1,Birkavs,Latvia,LVA,LVA.3.3_1,LVA.3.3_1,56.94889,24.106388,1
LAT_1994_1,Gailis,Latvia,LVA,LVA.3.3_1,LVA.3.3_1,56.94889,24.106388,1
LAT_1995_1,Skele,Latvia,LVA,LVA.4.1_1,LVA.4.1_1,57.53949,26.70201,3
LAT_1997_1,Krasts,Latvia,LVA,LVA.3.3_1,LVA.3.3_1,56.94889,24.106388,1
LAT_1999_1,Skele,Latvia,LVA,LVA.4.1_1,LVA.4.1_1,57.53949,26.70201,3
LAT_2000_1,Berzins,Latvia,LVA,LVA.3.3_1,LVA.3.3_1,56.94889,24.106388,1
LAT_2002_1,Repse,Latvia,LVA,LVA.5.5_1,LVA.5.5_1,56.648335,23.713888,1
LAT_2004_1,Indulis Emsis,Latvia,LVA,LVA.3.1_1,LVA.3.1_1,57.75,24.35,1
