plad_id,leader,country,gid_0,gid_2,gid_2_sj,latitude,longitude,geo_precision
LAT_2004_2,Aigars Kalvitis,Latvia,LVA,LVA.3.3_1,LVA.3.3_1,56.94889,24.106388,1
LAT_2007_1,Godmanis,Latvia,LVA,LVA.3.3_1,LVA.3.3_1,56.94889,24.106388,1
LAT_2009_1,Dombrovskis,Latvia,LVA,LVA.3.3_1,LVA.3.3_1,56.94889,24.106388,1
LAT_2014_1,Lamdota Straujuma,Latvia,LVA,LVA.2.4_1,LVA.2.4_1,56.69329,27.53463,1
MOR_1961_1,Hassan II,Morocco,MAR,MAR.11.2_1,MAR.11.2_1,34.01325,-6.83255,1
MOR_1999_1,Muhammad VI,Morocco,MAR,MAR.11.2_1,MAR.11.2_1,34.01325,-6.83255,1
MLD_1990_1,Snegur,Moldavia,MDA,.,MDA.18_1,47.9425,28.1311,1
MLD_1997_1,Lucinschi,Moldavia,MDA,.,MDA.18_1,47.956665,28.24639,1
MLD_2001_1,Tarlev,Moldavia,MDA,.,MDA.3_1,46.30856,28.78666,3
MLD_2009_1,Pirlog,Moldavia,MDA,.,MDA.24_1,47.083332,28.183332,1
MLD_2009_2,Vlad Filat,Moldavia,MDA,.,MDA.21_1,46.883335,28.416666,1
MLD_2013_1,Iurie Leanca,Moldavia,MDA,.,MDA.11_1,46.5,28.8,3
MLD_2015_1,Chiril Gaburici,Moldavia,MDA,.,MDA.21_1,46.903057,28.542223,1
MLD_2015_2,Natalia Gherman,Moldavia,MDA,.,MDA.10_1,47.033333,28.85,2
MLD_2015_3,Valeriu Strelet,Moldavia,MDA,.,MDA.27_1,47.75,28.883333,1
MAG_1975_3,Ratsiraka,Madagascar,MDG,MDG.5.3_1,MDG.5.3_1,-19.36085,48.77893,1
MAG_1993_1,Zafy,Madagascar,MDG,MDG.2.1_1,MDG.2.1_1,-13.15,49.2333,1
MAG_1996_1,Ratsirahonana,Madagascar,MDG,MDG.2.1_1,MDG.2.1_1,-12.31732,49.29188,1
MAG_1997_1,Ratsiraka,Madagascar,MDG,MDG.5.3_1,MDG.5.3_1,-19.36085,48.77893,1
MAG_2002_1,Marc Ravalomanana,Madagascar,MDG,MDG.1.1_1,MDG.1.1_1,-18.83761,47.75962,3
MAG_2009_1,Andry Rajoelina,Madagascar,MDG,MDG.1.4_1,MDG.1.4_1,-19.86586,47.03333,1
MAG_2014_1,Rajaonarimampianina,Madagascar,MDG,MDG.1.3_1,MDG.1.3_1,-19.0,47.0,1
MEX_1988_1,Salinas,Mexico,MEX,MEX.9.2_1,MEX.9.6_2,19.42847,-99.12766,1
MEX_1994_1,Zedillo,Mexico,MEX,MEX.9.2_1,MEX.9.6_2,19.42847,-99.12766,1
MEX_2000_1,Vicente Fox Quesada,Mexico,MEX,MEX.9.2_1,MEX.9.6_2,19.42847,-99.12766,1
MEX_2006_1,Calderon,Mexico,MEX,MEX.16.57_1,MEX.16.57_2,19.70078,-101.18443,1
MEX_2012_1,Enrique Pena Nieto,Mexico,MEX,MEX.15.14_1,MEX.15.14_2,19.81411,-99.86121,1
MAC_1991_1,Nikola Kljusev,Macedonia,MKD,.,MKD.67_1,41.737503,22.193558,3
MAC_1998_1,Georgievski,Macedonia,MKD,.,MKD.67_1,41.737503,22.193558,3
MAC_2004_1,Radmila Sekerinska,Macedonia,MKD,.,MKD.10_1,42.0,21.433332,1
MAC_2004_2,Hari Kostov,Macedonia,MKD,.,MKD.58_1,42.01,22.15,3
MAC_2004_3,Radmila Sekerinska,Macedonia,MKD,.,MKD.10_1,42.0,21.433332,1
MAC_2004_4,Vlado Buckovski,Macedonia,MKD,.,MKD.10_1,42.0,21.433332,1
MAC_2006_1,Gruevski,Macedonia,MKD,.,MKD.10_1,42.0,21.433332,1
MLI_1968_1,Traore,Mali,MLI,MLI.3.3_1,MLI.3.3_1,14.44693,-11.44448,1
MLI_1991_1,Amadou Toure,Mali,MLI,MLI.6.6_1,MLI.6.6_1,14.4843,-4.18296,1
MLI_1992_1,Konare,Mali,MLI,MLI.3.3_1,MLI.3.3_1,14.44693,-11.44448,1
MLI_2002_1,Amadou Toure,Mali,MLI,MLI.6.6_1,MLI.6.6_1,14.4843,-4.18296,1
MLI_2012_1,Amadou Sanogo,Mali,MLI,MLI.7.6_1,MLI.7.6_1,13.65956,-6.15029,1
MLI_2012_2,Dioncounda Traore,Mali,MLI,MLI.5.4_1,MLI.5.4_1,12.74409,-8.07257,1
MLI_2013_1,Ibrahim Boubacar Keita,Mali,MLI,MLI.8.4_1,MLI.8.4_1,12.39173,-5.46421,1
MLT_1987_1,Adami,Malta,MLT,MLT.1.1_1,MLT.1.1_1,35.896667,14.4625,1
MLT_1996_1,Sant,Malta,MLT,MLT.1.12_1,MLT.1.12_1,35.893055,14.493611,1
MLT_1998_1,Adami,Malta,MLT,MLT.1.1_1,MLT.1.1_1,35.896667,14.4625,1
MLT_2004_1,Gonzi,Malta,MLT,MLT.5.12_1,MLT.5.12_1,35.884445,14.506945,1
MLT_2013_1,Muscat,Malta,MLT,MLT.1.12_1,MLT.1.12_1,35.893055,14.493611,1
MYA_1988_3,Saw Maung,Myanmar,MMR,MMR.8.2_1,MMR.8.2_1,21.97473,96.08359,1
MYA_1992_1,Than Shwe,Myanmar,MMR,MMR.8.1_1,MMR.8.1_1,21.51084,96.13255,1
MYA_2011_1,Thein Sein,Myanmar,MMR,MMR.1.1_1,MMR.1.1_1,16.15768,94.4784,1
YUG_2003_1,Svetozar Marovic,Yugoslavia,MNE,.,MNE.10_1,42.42067,18.76825,1
MON_1984_1,Batmonkh,Mongolia,MNG,MNG.22.5_1,MNG.22.5_1,49.667812,93.78229,3
MON_1990_1,Ochirbat,Mongolia,MNG,MNG.9.6_1,MNG.9.6_1,48.238815,96.070305,3
MON_1997_1,Bagabandi,Mongolia,MNG,MNG.9.22_1,MNG.9.22_1,48.11625,96.76751,3
MON_2005_1,Enkhbayar,Mongolia,MNG,MNG.21.1_1,MNG.21.1_1,47.90771,106.88324,3
MON_2009_1,Elbegdorj,Mongolia,MNG,MNG.13.17_1,MNG.13.17_1,47.108253,92.846344,3
MZM_1986_1,Chissano,Mozambique,MOZ,MOZ.2.2_1,MOZ.2.2_1,-24.28852,33.5983,1
MZM_2005_1,Guebuza,Mozambique,MOZ,MOZ.7.14_1,MOZ.7.14_1,-15.40069,38.66117,1
MZM_2015_1,Filipe Nyusi,Mozambique,MOZ,MOZ.1.14_1,MOZ.1.14_1,-12.77694,40.56361,1
MAA_1984_1,Sidi Ahmed Taya,Mauritania,MRT,MRT.1.2_1,MRT.1.2_1,20.69046,-13.38239,1
MAA_2005_1,Ould Mohamed Vall,Mauritania,MRT,MRT.10.1_1,MRT.10.1_1,18.08581,-15.9785,1
MAA_2007_1,Ould Cheikh Abdellahi,Mauritania,MRT,MRT.3.1_1,MRT.3.1_1,16.9645,-13.72325,1
MAA_2008_1,Ould Abdel Aziz,Mauritania,MRT,MRT.9.1_1,MRT.9.1_1,19.96933,-15.00897,1
MAA_2009_1,dit M'Bare,Mauritania,MRT,MRT.5.3_1,MRT.5.3_1,15.3333,-12.8743,1
MAA_2009_2,Ould Abdel Aziz,Mauritania,MRT,MRT.9.1_1,MRT.9.1_1,19.96933,-15.00897,1
MAS_1982_1,Anerood Jugnauth,Mauritius,MUS,.,MUS.7_1,-20.29389,57.47389,1
MAS_1995_1,Ramgoolam N.,Mauritius,MUS,.,MUS.8_1,-20.16667,57.525,1
MAS_2000_1,Anerood Jugnauth,Mauritius,MUS,.,MUS.7_1,-20.29389,57.47389,1
MAS_2003_1,Paul Berenger,Mauritius,MUS,.,MUS.7_1,-20.31628,57.52594,1
MAS_2005_1,Ramgoolam N.,Mauritius,MUS,.,MUS.8_1,-20.16667,57.525,1
MAS_2014_1,Anerood Jugnauth,Mauritius,MUS,.,MUS.7_1,-20.29389,57.47389,1
MAW_1964_1,Banda,Malawi,MWI,MWI.9.1_1,MWI.9.1_1,-13.03333,33.48333,2
MAW_1994_1,Muluzi,Malawi,MWI,MWI.12.11_1,MWI.12.11_1,-15.16849,35.30002,1
MAW_2004_1,Bingu wa Mutharika,Malawi,MWI,MWI.27.13_1,MWI.27.13_1,-16.06775,35.14046,1
MAW_2012_1,Joyce Hilda Banda,Malawi,MWI,MWI.28.6_1,MWI.28.6_1,-15.26667,35.36667,1
MAW_2014_1,Peter Mutharika,Malawi,MWI,MWI.27.8_1,MWI.27.8_1,-15.93333,35.21667,1
MAL_1981_1,Mahatir Bin Mohammad,Malaysia,MYS,MYS.2.3_1,MYS.2.3_1,6.12104,100.36014,1
MAL_2003_1,Ahmad Badawi,Malaysia,MYS,MYS.11.1_1,MYS.11.1_1,5.29992,100.26052,1
MAL_2009_1,Najib Tun Razak,Malaysia,MYS,MYS.8.6_1,MYS.8.6_1,4.1842,102.0468,1
NAM_1990_1,Nujoma,Namibia,NAM,NAM.9.5_1,NAM.9.5_1,-17.88333,15.06667,1
NAM_2005_1,Pohamba,Namibia,NAM,NAM.7.9_1,NAM.7.9_1,-17.43103,16.14554,1
NAM_2015_1,Hage Geingob,Namibia,NAM,NAM.12.6_1,NAM.12.6_1,-20.46369,16.64772,1
NIR_1987_1,Seibou,Niger,NER,NER.7.3_1,NER.7.3_1,14.314794,2.088585,3
NIR_1993_1,Ousmane,Niger,NER,NER.8.4_1,NER.8.4_1,13.80716,8.9881,1
NIR_1996_1,Mainassara,Niger,NER,NER.3.2_1,NER.3.2_1,13.644183,4.033785,1
NIR_1999_1,Wanke,Niger,NER,NER.5.1_1,NER.5.1_1,13.511596,2.125385,2
NIR_1999_2,Mamadou Tandja,Niger,NER,NER.2.2_1,NER.2.2_1,13.214392,12.02899,1
NIR_2010_1,Djibo,Niger,NER,NER.7.2_1,NER.7.2_1,13.67781,1.711892,1
NIR_2011_1,Issoufou,Niger,NER,NER.6.3_1,NER.6.3_1,14.28227,5.12535,1
NIG_1985_1,Babangida,Nigeria,NGA,NGA.27.6_1,NGA.27.6_1,9.583555,6.546316,1
NIG_1993_1,Shonekan,Nigeria,NGA,NGA.25.14_1,NGA.25.14_1,6.45407,3.39467,3
NIG_1993_2,Abacha,Nigeria,NGA,NGA.20.38_1,NGA.20.38_1,11.98157,8.51898,1
NIG_1998_1,Abubakar,Nigeria,NGA,NGA.27.6_1,NGA.27.6_1,9.583555,6.546316,1
NIG_1999_1,Obasanjo,Nigeria,NGA,NGA.28.1_1,NGA.28.1_1,7.160833,3.348333,1
NIG_2007_1,Yar'Adua,Nigeria,NGA,NGA.21.21_1,NGA.21.21_1,12.981561,7.622267,1
NIG_2010_1,Goodluck Jonathan,Nigeria,NGA,NGA.6.5_1,NGA.6.5_1,4.7065,6.329,1
NIG_2015_1,Muhummadu Buhari,Nigeria,NGA,NGA.21.10_1,NGA.21.10_1,13.031495,8.322532,1
NIC_1979_1,Daniel Ortega,Nicaragua,NIC,NIC.6.4_1,NIC.6.4_1,12.215366,-85.166084,1
NIC_1990_1,Violeta Chamorro,Nicaragua,NIC,NIC.18.6_1,NIC.18.6_1,11.432666,-85.82303,1
NIC_1997_1,Aleman,Nicaragua,NIC,NIC.13.2_1,NIC.13.2_1,12.114993,-86.236176,1
NIC_2002_1,Enrique Bolanos,Nicaragua,NIC,NIC.14.4_1,NIC.14.4_1,11.970448,-86.08864,1
NIC_2007_1,Daniel Ortega,Nicaragua,NIC,NIC.6.4_1,NIC.6.4_1,12.215366,-85.166084,1
NTH_1982_1,Lubbers,Netherlands,NLD,NLD.14.67_1,NLD.14.67_2,51.916668,4.5,1
NTH_1994_1,Kok,Netherlands,NLD,NLD.14.9_1,NLD.14.97_1,51.933334,4.7833333,1
NTH_2002_1,Jan Peter Balkenende,Netherlands,NLD,NLD.12.4_1,NLD.12.4_1,51.483334,3.9666667,1
NTH_2010_1,Mark Rutte,Netherlands,NLD,NLD.14.2_1,NLD.14.2_1,52.083332,4.3166666,1
NOR_1989_1,Syse,Norway,NOR,NOR.19.7_1,NOR.19.7_1,59.22406,10.40899,1
NOR_1990_1,Brundtland,Norway,NOR,NOR.1.4_1,NOR.1.4_1,59.93833,10.506667,1
NOR_1996_1,Jagland,Norway,NOR,NOR.4.2_1,NOR.4.2_1,59.74536,10.20597,1
NOR_1997_1,Bondevik,Norway,NOR,NOR.8.16_1,NOR.8.16_1,62.73807,7.15882,1
NOR_1998_1,Lahnstein,Norway,NOR,NOR.2.21_1,NOR.2.21_1,59.64016,11.3189,1
NOR_1998_2,Bondevik,Norway,NOR,NOR.8.16_1,NOR.8.16_1,62.73807,7.15882,1
NOR_2000_1,Stoltenberg,Norway,NOR,NOR.12.1_1,NOR.12.1_1,59.91273,10.74609,1
NOR_2001_1,Bondevik,Norway,NOR,NOR.8.16_1,NOR.8.16_1,62.73807,7.15882,1
NOR_2005_1,Stoltenberg,Norway,NOR,NOR.12.1_1,NOR.12.1_1,59.91273,10.74609,1
NOR_2013_1,Solberg,Norway,NOR,NOR.7.4_1,NOR.7.4_1,60.392,5.328,1
NEP_1972_1,Birendra,Nepal,NPL,NPL.1.1_1,NPL.1.1_1,27.70169,85.3206,1
NEP_1994_1,Man Mohan Adhikari,Nepal,NPL,NPL.1.1_1,NPL.1.1_1,27.70169,85.3206,1
NEP_1995_1,Sher Bahadur Deuba,Nepal,NPL,NPL.3.1_1,NPL.3.1_1,29.2487,80.6351,2
NEP_1997_1,Lokendra Bahadur Chand,Nepal,NPL,NPL.3.1_1,NPL.3.1_1,29.51735,80.53557,1
NEP_1997_2,Surya  Bahadur Thapa,Nepal,NPL,NPL.2.1_1,NPL.2.1_1,27.04022,87.2286,1
NEP_2001_1,Sher Bahdur Deuba,Nepal,NPL,NPL.3.1_1,NPL.3.1_1,29.2487,80.6351,2
NEP_2002_1,Lokendra Bahadur Chand,Nepal,NPL,NPL.3.1_1,NPL.3.1_1,29.51735,80.53557,1
NEP_2003_1,Surya Bahadur Thapa,Nepal,NPL,NPL.2.1_1,NPL.2.1_1,27.04022,87.2286,1
NEP_2004_1,Sher Bahdur Deuba,Nepal,NPL,NPL.3.1_1,NPL.3.1_1,29.2487,80.6351,2
NEP_2005_1,Gyanendra,Nepal,NPL,NPL.1.1_1,NPL.1.1_1,27.70169,85.3206,1
NEP_2008_1,Dahal,Nepal,NPL,NPL.5.2_1,NPL.5.2_1,28.26689,83.96851,1
NEP_2009_1,Madhav Kumar Nepal,Nepal,NPL,NPL.1.3_1,NPL.1.3_1,26.76448,85.27841,2
NEP_2011_1,Nath Khanal,Nepal,NPL,NPL.2.2_1,NPL.2.2_1,26.987028,87.879524,2
NEP_2011_2,Bhattarai,Nepal,NPL,NPL.5.2_1,NPL.5.2_1,28.038849,84.53271,3
NEP_2013_1,Khil Raj Regmi,Nepal,NPL,NPL.5.3_1,NPL.5.3_1,27.825253,83.63484,3
NEP_2014_1,Sushil Koirala,Nepal,NPL,NPL.2.1_1,NPL.2.1_1,26.45505,87.27007,1
NEP_2015_1,Khadga Prasad Sharma Oli,Nepal,NPL,NPL.2.1_1,NPL.2.1_1,27.1268,87.5368,2
NEW_1989_1,Palmer,New Zealand,NZL,NZL.9.1_1,NZL.9.1_1,-41.270634,173.28397,1
NEW_1990_1,Moore,New Zealand,NZL,NZL.2.7_1,NZL.2.7_1,-37.95341,176.9908,1
NEW_1990_2,Bolger,New Zealand,NZL,NZL.15.2_1,NZL.15.2_1,-39.45394,173.85818,1
NEW_1997_1,Jenny Shipley,New Zealand,NZL,NZL.14.1_1,NZL.14.1_1,-46.0988,168.94582,3
NEW_1999_1,Helen Clark,New Zealand,NZL,NZL.17.9_1,NZL.17.9_1,-37.935196,175.17288,1
NEW_2008_1,John Key,New Zealand,NZL,NZL.1.1_1,NZL.1.1_1,-36.84846,174.76334,1
OMA_1970_1,Qabus Bin Said,Oman,OMN,OMN.9.4_1,OMN.9.4_1,17.050667,54.106586,1
PAK_1988_2,Benazir Bhutto,Pakistan,PAK,PAK.8.2_1,PAK.8.2_1,24.860735,67.00114,1
PAK_1990_1,Jatoi,Pakistan,PAK,PAK.8.6_1,PAK.8.6_1,26.36655,68.31772,3
PAK_1990_2,Sharif,Pakistan,PAK,PAK.7.5_1,PAK.7.5_1,31.52037,74.35875,1
PAK_1993_1,Mazari,Pakistan,PAK,PAK.7.1_1,PAK.7.1_1,28.58732,70.14265,1
PAK_1993_2,Sharif,Pakistan,PAK,PAK.7.5_1,PAK.7.5_1,31.52037,74.35875,1
PAK_1993_3,Qureshi,Pakistan,PAK,PAK.7.5_1,PAK.7.5_1,31.52037,74.35875,1
PAK_1993_4,Benazir Bhutto,Pakistan,PAK,PAK.8.2_1,PAK.8.2_1,24.860735,67.00114,1
PAK_1996_1,Khalid,Pakistan,PAK,PAK.7.5_1,PAK.7.5_1,31.17108,74.10638,1
PAK_1997_1,Nawaz Sharif,Pakistan,PAK,PAK.7.5_1,PAK.7.5_1,31.52037,74.35875,1
PAK_2008_1,Soomro,Pakistan,PAK,PAK.8.2_1,PAK.8.2_1,24.860735,67.00114,1
PAK_2008_2,Zardari,Pakistan,PAK,PAK.8.2_1,PAK.8.2_1,24.860735,67.00114,1
PAK_2013_1,Nawaz Sharif,Pakistan,PAK,PAK.7.5_1,PAK.7.5_1,31.52037,74.35875,1
PAN_1983_1,Noriega,Panama,PAN,PAN.12.6_1,PAN.12.6_1,8.982379,-79.51987,1
PAN_1990_1,Endara,Panama,PAN,PAN.12.6_1,PAN.12.6_1,8.982379,-79.51987,1
PAN_1994_1,Balladares,Panama,PAN,PAN.12.6_1,PAN.12.6_1,8.982379,-79.51987,1
PAN_1999_1,Mireya Moscoso,Panama,PAN,PAN.9.5_1,PAN.9.5_1,7.520214,-80.07584,1
PAN_2004_1,Martin Torrijos,Panama,PAN,PAN.7.1_1,PAN.7.1_1,7.952312,-80.43822,1
PAN_2009_1,Martinelli,Panama,PAN,PAN.12.6_1,PAN.12.6_1,8.982379,-79.51987,1
PAN_2014_1,Varela Rodriguez,Panama,PAN,PAN.12.6_1,PAN.12.6_1,8.982379,-79.51987,1
PER_1985_1,Garcia Perez,Peru,PER,PER.15.1_1,PER.15.1_1,-12.046373,-77.042755,1
PER_1990_1,Fujimori,Peru,PER,PER.15.1_1,PER.15.1_1,-12.046373,-77.042755,1
PER_2000_1,Valentin Paniagua,Peru,PER,PER.8.7_1,PER.8.7_1,-13.53195,-71.96746,1
PER_2001_1,Alejandro Toledo,Peru,PER,PER.2.15_1,PER.2.15_1,-8.4,-78.03333,1
PER_2006_1,Garcia Perez,Peru,PER,PER.15.1_1,PER.15.1_1,-12.046373,-77.042755,1
PER_2011_1,Ollanta Humala,Peru,PER,PER.15.1_1,PER.15.1_1,-12.046373,-77.042755,1
PHI_1986_1,Aquino,Philippines,PHL,PHL.36.14_1,PHL.36.14_1,11.214731,123.10443,2
PHI_1992_1,Ramos,Philippines,PHL,PHL.61.23_1,PHL.61.23_1,16.005987,120.23973,2
PHI_1998_1,Estrada,Philippines,PHL,PHL.47.6_1,PHL.47.6_1,14.60864,120.966965,1
PHI_2001_1,Gloria Macapagal-Arroyo,Philippines,PHL,PHL.47.15_1,PHL.47.15_1,14.6,121.0333,2
PHI_2010_1,Benigno Aquino III,Philippines,PHL,PHL.47.6_1,PHL.47.6_1,14.61103,120.99624,1
PNG_1988_1,Namaliu,Papua New Guinea,PNG,PNG.4.1_1,PNG.4.1_1,-4.61283,151.88776,3
PNG_1992_1,Wingti,Papua New Guinea,PNG,PNG.21.1_1,PNG.21.1_1,-5.75,144.25,1
PNG_1994_1,Chan,Papua New Guinea,PNG,.,PNG.16.2_1,-3.46867,153.21822,4
PNG_1997_1,Skate,Papua New Guinea,PNG,PNG.15.1_1,PNG.15.1_1,-9.41667,147.16667,1
PNG_1999_1,Morauta,Papua New Guinea,PNG,PNG.8.1_1,PNG.8.1_1,-8.1732,146.1087,1
PNG_2002_1,Somare,Papua New Guinea,PNG,PNG.4.4_1,PNG.4.4_1,-4.199965,152.16446,1
PNG_2011_1,O'Neil,Papua New Guinea,PNG,PNG.19.1_1,PNG.19.1_1,-6.261578,143.98135,3
POL_1981_1,Jaruzelski,Poland,POL,POL.4.17_1,POL.4.17_1,51.4079,22.1737,1
POL_1990_1,Walesa,Poland,POL,POL.2.10_1,POL.2.10_1,52.76832,19.11229,1
POL_1995_1,Kwasniewski,Poland,POL,POL.16.1_1,POL.16.1_1,54.00696,15.98751,1
POL_2005_1,Kaczynski,Poland,POL,POL.7.36_1,POL.7.36_1,52.22977,21.01178,1
POL_2010_1,Komorowski,Poland,POL,POL.1.22_1,POL.1.22_1,51.30137,16.91465,1
POL_2010_2,Borusewicz,Poland,POL,POL.14.11_1,POL.14.11_1,54.13078,20.56734,1
POL_2010_3,Schetyna,Poland,POL,POL.8.9_1,POL.8.9_1,50.65622,17.93066,1
POL_2010_4,Komorowski,Poland,POL,POL.1.22_1,POL.1.22_1,51.30137,16.91465,1
PRK_1948_1,Kim Il-Sung,North Korea,PRK,PRK.11.5_1,PRK.11.5_1,39.03922,125.76253,1
PRK_2011_1,Kim Jong Un,North Korea,PRK,PRK.11.5_1,PRK.11.5_1,39.03922,125.76253,1
POR_1986_1,Soares,Portugal,PRT,PRT.12.7_1,PRT.12.7_1,38.71667,-9.13333,1
POR_1996_1,Sampaio,Portugal,PRT,PRT.12.7_1,PRT.12.7_1,38.71667,-9.13333,1
POR_2006_1,Cavaco Silva,Portugal,PRT,PRT.9.8_1,PRT.9.8_1,37.13718,-8.1582,1
PAR_1989_1,Rodriguez Pedotti,Paraguay,PRY,PRY.12.1_1,PRY.12.1_1,-25.952688,-56.4972,1
PAR_1993_1,Wasmosy Monti,Paraguay,PRY,PRY.4.1_1,PRY.4.1_1,-25.26374,-57.575928,1
PAR_1998_1,Cubas Grau,Paraguay,PRY,PRY.4.1_1,PRY.4.1_1,-25.26374,-57.575928,1
PAR_1999_1,Gonzalez Macchi,Paraguay,PRY,PRY.4.1_1,PRY.4.1_1,-25.26374,-57.575928,1
PAR_2003_1,Nicanor Duarte Frutos,Paraguay,PRY,PRY.6.4_1,PRY.6.4_1,-25.400442,-56.449593,1
PAR_2008_1,Fernando Lugo,Paraguay,PRY,PRY.13.25_1,PRY.13.25_1,-26.79131,-56.14677,1
PAR_2012_1,Federico Franco,Paraguay,PRY,PRY.4.1_1,PRY.4.1_1,-25.26374,-57.575928,1
PAR_2013_1,Horacio Cartes,Paraguay,PRY,PRY.4.1_1,PRY.4.1_1,-25.26374,-57.575928,1
QAT_1972_1,Khalifah Ath-Thani,Qatar,QAT,.,QAT.1_1,25.285446,51.53104,1
QAT_1995_1,Hamad ibn Khalifah Al Thani,Qatar,QAT,.,QAT.1_1,25.285446,51.53104,1
QAT_2013_1,Tamim ibn Hamad Al Thani,Qatar,QAT,.,QAT.1_1,25.285446,51.53104,1
RUM_1989_1,Roman,Romania,ROU,ROU.10.1_1,ROU.10.1_1,44.43225,26.10626,1
RUM_1991_1,Stolojan,Romania,ROU,ROU.17.67_1,ROU.17.67_1,44.92616,25.45498,1
RUM_1996_1,Ciorbea,Romania,ROU,ROU.1.50_1,ROU.1.50_1,46.33333,23.41667,1
RUM_1998_1,Dejeu,Romania,ROU,ROU.14.61_1,ROU.14.61_1,46.88361,22.86041,1
RUM_1998_2,Vasile,Romania,ROU,ROU.35.53_1,ROU.35.53_1,45.78428,24.14383,1
RUM_1999_1,Athanasiu,Romania,ROU,ROU.10.1_1,ROU.10.1_1,44.43225,26.10626,1
RUM_1999_2,Isarescu,Romania,ROU,ROU.40.20_1,ROU.40.20_1,44.65,24.26667,1
RUM_2000_1,A. Nastase,Romania,ROU,ROU.10.1_1,ROU.10.1_1,44.43225,26.10626,1
RUM_2004_1,Eugen Bejinariu,Romania,ROU,ROU.36.83_1,ROU.36.83_1,47.63333,26.25,1
RUM_2004_2,Traian Basescu,Romania,ROU,ROU.15.40_1,ROU.15.40_1,44.18333,28.41667,1
RUM_2007_2,Traian Basescu,Romania,ROU,ROU.15.40_1,ROU.15.40_1,44.18333,28.41667,1
RUM_2012_1,Crin Antonescu,Romania,ROU,ROU.39.46_1,ROU.39.46_1,45.1787,28.80501,1
RUM_2012_2,Traian Basescu,Romania,ROU,ROU.15.40_1,ROU.15.40_1,44.18333,28.41667,1
RUS_1985_1,Gorbachev,Russia,RUS,RUS.65.16_1,RUS.65.16_1,45.91993,41.30606,1
RUS_1991_1,Yeltsin,Russia,RUS,RUS.32.23_1,RUS.32.23_1,63.78661,56.71788,1
RUS_1999_1,Putin,Russia,RUS,RUS.14.1_1,RUS.14.1_1,59.93863,30.31413,1
RWA_1973_1,Habyarimana,Rwanda,RWA,RWA.4.5_1,RWA.4.5_1,-1.6867,29.25912,1
RWA_1994_1,Sindikubwabo,Rwanda,RWA,RWA.2.2_1,RWA.2.2_1,-2.60775,29.736813,1
RWA_1994_2,Paul Kagame,Rwanda,RWA,RWA.2.8_1,RWA.2.8_1,-2.219244,29.797607,1
SAU_1982_1,Fahd,Saudi Arabia,SAU,.,SAU.7.20_1,24.713552,46.675297,1
SAU_1996_1,Abdullah ibn Abdilaziz,Saudi Arabia,SAU,.,SAU.7.20_1,24.713552,46.675297,1
SAU_2015_1,Salman bin Abdulaziz Al Saud,Saudi Arabia,SAU,.,SAU.7.20_1,24.713552,46.675297,1
SUD_1989_1,Al-Bashir,Sudan,SDN,SDN.12.6_1,SDN.12.6_1,16.659607,33.34581,1
SEN_1981_1,Diouf,Senegal,SEN,SEN.8.3_1,SEN.8.3_1,15.75,-16.0,1
SEN_2000_1,Abdoulaye Wade,Senegal,SEN,SEN.8.1_1,SEN.8.1_1,15.376338,-16.446478,1
SEN_2012_1,Macky Sall,Senegal,SEN,SEN.3.1_1,SEN.3.1_1,14.28333,-16.5,1
SIN_1959_1,Lee Kuan Yew,Singapore,SGP,.,SGP.1_1,1.28967,103.85007,6
SIN_1990_1,Goh Chok Tong,Singapore,SGP,.,SGP.1_1,1.28967,103.85007,6
SIN_2004_1,Lee Hsien Loong,Singapore,SGP,.,SGP.1_1,1.310556,103.84695,1
SOL_1989_1,Mamaloni,Solomon Islands,SLB,SLB.6.3_1,SLB.6.3_1,-10.31808,161.27495,1
SOL_1994_1,Mamaloni,Solomon Islands,SLB,SLB.6.3_1,SLB.6.3_1,-10.31808,161.27495,1
SOL_1997_1,Ulufa'alu,Solomon Islands,SLB,SLB.7.16_1,SLB.7.16_1,-8.89784,160.73444,2
SOL_2001_1,Kemakeza,Solomon Islands,SLB,SLB.1.5_1,SLB.1.5_1,-9.13087,159.81248,2
SOL_2006_1,Rini,Solomon Islands,SLB,SLB.10.17_1,SLB.10.17_1,-8.52132,158.0734,1
SOL_2007_1,Sikua,Solomon Islands,SLB,.,SLB.3.20_1,-9.63333,160.2,4
SOL_2010_1,Danny Philip,Solomon Islands,SLB,SLB.10.24_1,SLB.10.24_1,-8.550931,157.30862,2
SOL_2011_1,Darcy Lilo,Solomon Islands,SLB,SLB.10.22_1,SLB.10.22_1,-8.024252,157.04646,1
SIE_1985_1,Momoh,Sierra Leone,SLE,SLE.2.1_1,SLE.2.1_1,8.951771,-11.978321,1
SIE_1992_1,Strasser,Sierra Leone,SLE,SLE.4.2_1,SLE.4.2_1,8.48714,-13.2356,1
SIE_1996_1,Julius Maada Bio,Sierra Leone,SLE,SLE.3.2_1,SLE.3.2_1,7.56195,-12.0888,1
SIE_1996_2,Kabbah,Sierra Leone,SLE,SLE.1.1_1,SLE.1.1_1,8.09807,-10.69429,1
SIE_1997_1,Koroma,Sierra Leone,SLE,SLE.1.1_1,SLE.1.1_1,8.13526,-10.6196,1
SIE_1998_1,Kabbah,Sierra Leone,SLE,SLE.1.1_1,SLE.1.1_1,8.09807,-10.69429,1
